Product name,Brand,Category,Rating,Review date,Review text
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","11 Mar 2021","Suka bangett pake shampoo ini karena ada efek dingin dikepala. Tapi sayang pakai shampoo ini rambut aku mudah sekali rontok dan rambut aku jadi ngembang banget kek singa karna 😂 padahal suka banget sama sensasi make shampoonya dikepala tapi yaitu kurang cocok diaku"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","12 Mar 2021","ini enak bgt! efek dingin dingin mint gitu, wanginya juga enak! ngaruh bgt untuk hilangin ketimbe tp lumayan bikin rontok di rambutku meningkat huhu tp bisa diakalikn dgn pakai hairtonic untuk hairfallnya itu sendiri. ngga bikin rambutku kering juga! repurchase? yessss"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","13 Mar 2021","shampo ini tuh ada efek dingin dinginnya gitu, ga bikin ketombean juga, tapi tetep rambutku agak rontok. baunya juga lumayan harum, untuk sekarang aku suka head & shoulder, gatau kalo nanti nemu yg lebih nampol lagi dari ini, rephurchase? yes"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","19 Mar 2021","pas dipakek enak banget, dingin dikepala dan di aku ngurangin banget ketombe, dan buat rambut lebih halus dan segar sepanjang hari aku rekomendasi banget buat yang ketombeyan dan sering aktifitas di luar ruangan karna bikin seger kepalanya dan ngurangin ketombe"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","20 Mar 2021","Capek banget gonta-ganti sampo, padahal dulu salah satu brand sampo yang hijab itu cocok, tapi entah sejak kapan produk itu bikin ketombean. Dan akhirnya nyoba pake produk ini, enak sih. Ada efek cooling dari mentholnya, ya walaupun efeknya gak tahan lama, tapi yang penting ampuh buat ngilangin ketombe"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","21 Mar 2021","Awalnya coba pake ini krn ketombe, dan lumayan beehasil ngilangin ketombe di rambutku. Sensasi dingin-dingin dr mentholnya juga aku suka, tp yg aku gasuka ntah knp semenjak pake head and shoulders ini rambutku jd berminyak. Pdhl biasanya rambutku baru berminyak bgt setelah 3 hari ga shampooan, sedangkan ini baru 2 hari udah lepek bgt rasanya."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","21 Mar 2021","rambutku ketombean parah dan sudab banyak pakai shampoo merek lain , akhirnya berani coba shampoo yang ini pertama kalai pakai ada sensasi dinginnyyya dan setelah pemakain rambutku jadi halus recomended dengan ini shampoo *aku kira shampoo ini dulu cuma bisa dipakai untuk cowok"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","22 Mar 2021","shampoo ini menurutku agak keras si kandungannya. kalo lagi berketombe dan pake shampoo ini, pas keramas ada sensasi dingin dibagian yang berketombenya. aku pake ini sesekali aja gabisa dipake sering karena menurutku shampoonya terlalu keras"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","23 Mar 2021","Ampuh untuk rambut ketombe. Hanya saja memang kalau shampoo anti ketombe, tidak buat rambutku lembut. Tapi okelah untuk produk anti ketombe, membantu sekali menghilangkan ketombe. Harga juga terjangkau sekali."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","24 Mar 2021","Urusan rambut agak picky juga ya, karena kalau ga cocok suka ketombean. Pakai ini karena awal serumah sama suami dia pakai ini, yaudah aku coba, eh ternyata cocok, setelah pakai ini aku ga ngerasa gatel dan ga ketombean, wanginya juga enak, walaupun ga wangi bunga."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","25 Mar 2021","Shampoo anti dandruff yang lumayan berfungsi dengan baik dalam menghilangkan ketombe. Ada sensasi cooling di kulit kepalaku, tapi setelah keseringan pakai, jadi b aja. Terus ini ga melembabkan rambut, rambutku mudah rontok. Sad, tapi memang sesuai klaimnya. xxoo"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","25 Mar 2021","sebelumnya pernah pakai ini, duluu banget. terus ganti ke merk lain. sekarang balik lagi ke h&s langsung beli yang ukuran gede, biar lebih murah. okeee ketombe berkurang banget, udah gak gatel2 lagi... tapiiii di hairline, bikin jerawatan omg T___T kalo udah habis, mau cari yg lain aja dah"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","26 Mar 2021","Sebenernya aku suka banget sama shampo ini, beneran bantu ngilangin ketombe, terus ada sensasi cool menthol nya gitu, jadi segerrrr. Tapi mungkin di aku kurang cocok, walau bisa ngilangin ketombe tapi bikin rambutku jadi rontok. Uh sayang banget."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","26 Mar 2021","shampo favorit misua, tp tidak untukku..hehe pernah coba di hari pertama sih oke, di hari kedua kulit kepala cepat bau apek.. tekstur creamy putih kehijauan, segar karena ada mentholnya, busanya sedikit"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","27 Mar 2021","Shampoo nya seger banget di kulit kepala. Terus bikin rambut ga kusut dan ga rontok. Favorit pokoknya aku suka banget udah beli 2 kali. Shampoo favoritku ini. Lain kali mau beli lagi hehe. Terus lumayan awet juga sih dipake. Sukaaaaaaaaaaaa."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","27 Mar 2021","Pake ini tetep aja ketombe nya muncul:(( tapi ini enak banget ko, abis mandi langsung seger kulit kepala, karna ada mint2 nya jadi cooling banget dikepala cuma kalo ketombe masih tetep ada si di aku mungkin diaku ga cocok kali ya jadi gabisa ilangin ketombe nya huhu"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","28 Mar 2021","pakai ini udh lebih dari 3bln dan hasilnya bikin ketombe kaburrrrr. tapi jangan selingin dengan produk lain deh kalo gamau ketombe balik lagi. aq udah cobain ganti2 jadi di selingin 2 atau 3 selingin yg lain hasilnya tidak memuaskan, justru ketombe nambah. tapi kalau kalian lagi kepengen ketombe bye bye cobain ini pakai sminggu juga udh kelihatan hasilnya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","29 Mar 2021","suka sekali saat pengaplikasian shampoo ini, karena saat didiamkan beberapa saat, kulit kepala jadi adem banget jadi terasa enteng dan ga gatel karena sebelumnya sempat ganti shampoo efeknya gatal2 dan ketombe menjadi2.. akhirnya balik lagi ke shampoo ini.. ketombe jg berangsur berkurang.."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 Mar 2021","Segitu cintanya sama shampoo HS ini.. sampe gak mau pindah ke shampoo lain klo uda urusan ketombe.. Efek mint nya juga bikin nyegerin kulit kepala.. segitu cintanya sampe repurchase berkali kali sama HS. Shampoo yg paling holy grail banget dan fix recommend paraah"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","02 Apr 2021","nah diantara semuaa varian shampoo H&S yg paling sering ku coba yang ini. menthol nya terasa sejak awal pemakaiannya. aromanya juga seger bgt. ngga bikin panas di rambut setelah keramas dan claim anti ketombe nya sejujurnya aku ngga terlalu terasa krn ngga ada keluhan ketombe akunya 😄"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","02 Apr 2021","Udah deh, ini sampo paling cocok buat ngilangin ketombe. Nyesel banget kmrn sempet beli merk lain, malah gak cocok. Tetep balik lagi ke head & shoulders. Paling suka yg varian ini karna ada sensasi dinginnya gitu kalo di pake. Walaupun abis pake ini biasanya rambut aku jd agak kering. Gpp bisa pake conditioner, yg penting gak ketombean 😭"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","2","05 Apr 2021","Sorry, not works on me :( Padahal udah ngarep banget bakal cocok sama H&S ini krn claimnya yg emang bagus utk ketombe. Pake ini masih ketombean dan rambutku kek ijuk banget kalo ga pake conditioner. Even pake conditioner, rambutnya ttp cpt kaku huhuu. Sampe skrg belum nemuin shampoo anti dandruf yg cocok pdhl udh cb dr shampoo warung sampe shampoo yg belinya kudu jastip2 ke luar negri :') 😂😂😂"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","05 Apr 2021","Ini lumayan oke buat ketombe. Dia berasa adem gitu di kepala. Tapi entah kenapa di aku rasa dingingnya tu terlalu dingin, sampe bikin aku ga nyaman. Jadi aku gk bisa lama lama kalo pake ini. Tapi buat yang suka sama sesuatu yang dingin, mungkin bakalan suka sama shampoo ini."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","06 Apr 2021","aku pake ini karena klaim nya bikin ngilangin ketombe tapi diaku Masi ada ketombenya kayak ga work to me tapi ini tuh aku suka nya ada sensasi dinginnya pas dipake dan adem dikulit kepala jadi seger kalo abis shamponan pake ini............."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","06 Apr 2021","Sensasi dingin di kulit kepala bikin adem. Mengurangi ketombe yang ada di kepala serta wanginya tahan lama. Kualitas terjamin dengan harga terjangkau. Produk ini rekomended banget untuk yang mempunyai masalah ketombe."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","07 Apr 2021","Ini shampo kesayanganku! Salah satu brand yang dari dulu sampe sekarang never failed di rambutku ya ini. Aku ga ketombean sih, tapi ntah kenapa suka aja pake ini baunya seger enak dan dingin di kepala. Udah coba bbrp varian merk H&S ini dan suka semua"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","07 Apr 2021","Shampo favorit ku, enak banget wanginya, sensasi dinginnya bikin segar. oiya ini bisa utk ketombe jd cocok utk yg berhijab kayak aku, dia bisa bikin ketombe hilang loo. bagus banget dan suka banget, yang pasti harga affordable dan mudah dicari. recomended deh"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","08 Apr 2021","ini shampoo bener2 deh dingin banget di kulit kepala bahkan lebih dingin dr produk clear yg ijo, kalo efektivitas menurut aku ini oke, biaa kurangin ketombe dan gatal kulit kepala jg mana sensasi dingin pas dipakenya jg adem, tp karena rambutku dulu lg rontok jd aku ganti shampoo lain tp kalo mau fokusnya anti ketombe shampoo ini bisa jd pilihan"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","09 Apr 2021","cocok banget pake shampoo ini 😍 sangat membantu menyembuhkan ketombe dan bikin kulit kepala terasa dingin. harganya terjangkau, mudah didapatkan produknya di toko terdekat atau bisa juga dibeli di online store. gaperlu kuatir lagi masalah ketombe 🥰"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","11 Apr 2021","ga tau aku kuramg suka sama shampoo ini soalnya dia kepala aku pas aku pake shampoo ini tuh kaya panas gitu di kulit kepala aku, dan kayanya itu tanda bahwa emang kulit kepala aku ga cocok sama shampoo ini, atau itu efek dari sensasi menthol nya atau gimana. Pokoknya pas aku gunain kerasa panas, ga tau lah pokoknya aku ga akan beli lagi"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","12 Apr 2021","shampoo andalanku sejak dahulu kala. sensasi dingin segernya enak dikulit kepala. apalagi untuk kulit kepala berketombe aku. kalo pake ini even masi ada ketombe tapi dia ga gatel gitu. enak. ga bikin rambut kering, dan digunakan daily nyaman deh."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","13 Apr 2021","pernah nyobain shampoo ini ,enak siech di pakai nya ada sensasi dingin-dingin nya gitu jadi bisa ngurangi gatal dikulit tapi saya kurang suka siech karena dirambut aku agak kaku ,entah karna semua shampoo yang anti dandruff efeknya emang kaya gitu atau emang rambut aku aja yang kurang cocok ,untuk hasil masing² orang emang beda² tergantung cocok tidaknya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","14 Apr 2021","shampoo yang selalu gue beli selama full setahun terakhir di asrama. cold af. bener2 sedingin itu. super refreshing dan bikin ga ngantuk buat berkegiatan seharian. wanginya menthol gitu, i kinda like it. menghilangkan ketombe sesuai dengan claimnya (anti dandruff). harganya tentunya murah. beli di indomaret (alfamart juga ada). sekarang udah ga pake ini lagi karena udah hidup santuy diluar asrama. ga perlu maksain diri supaya ga ngantuk berkegiatan (udah punya tanggung jawab ceunah). recommended ya. terutama buat anak sekolah apalagi pas ujian (hubungan shampoo sama ujian apa mohon maap?). but it works, trust me on thisss hahaha"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","15 Apr 2021","Dulu sebelum berjiban pake shampoo Pa*te** trs pas mulai berjilbab jadi banyak ketombe yg klo digaruk kyk berkerak dan rasanya gatal dan rontok. Trs ganti deh pake shampoo ini, jd lebih better untuk mslh ketombe nya.. tp rambut ttp rontok2 aja sih. Trs efek mentolnya bikin segerrrr bgt"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","17 Apr 2021","Jujur gak bohong emang belum nemuin shampoo sebagus dan secocok ini ,gatau kenapa kulit kepala aku tuh super ketombean parah ,apalagi setelah berhijab , kalo ganti shampoo aja walaupun sekali ketimbe aku makin parah. Pokoknya aku suka bngt dan cuma pke shampoo ini dirumah😁"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","18 Apr 2021","Shampoo ini yang selalu aku pake; seperti yang ada dikemasannya ini shampoo anti dandruff. menurut ak shampoo ini berfungsi krena di aku ngurangin ketombeku, dan di kepala bikin dingin juga. satu lgi kalau aku pke ini ga lepek rambutnya."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","2","22 Apr 2021","aku pernah nyobain produk ini kata temen aku dia cocok pake ini buat ngurangin ketombenya dia, yaudah aku coba eh malah bikin rambut aku ketombean dan rontok gitu yang tadinya ga rontok jadi rontok yaudah ga dilanjutin buat make produk ini"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","22 Apr 2021","Kenapa ga five stars ????? padahal bagus sih buat ketombe.. sensasi cool menthol pun menyegarkan di kulit kepala.. Karna abis pake ini rambutku jadi kering (;´༎ຶٹ༎ຶ`) dipakein conditioner pun tetep berasa keringnya.. minusnya satu lagi asli ini kalo kena mata periiih cooy.. kenapa sih shampoo yang ga perih di mata cuma buat anak2 ????? Emang mereka pikir kita yang dewasa gini ga bakalan perih gt ????? 😵‍💫😵‍💫😵‍💫"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","26 Apr 2021","dulu banget sebelum menemukan shampoo yang dipakai sekarang sempat menggunakan shampoo ini beberapa bulan, yang aku suka wanginya menyegarkan dan ada sensasi dingin dikulit kepala; sayangnya di aku gak cocok, ketombe tetap ada dan rambut agak kasar emang musti kudu dibarengi dengan conditioner, buat gatal dikepala karena dia mentol awalnya oke aja setelah beberapa jam gatalnya tetap balik, walaupun begitu aku tetap rekomendasi produk ini bagi yang pengen coba siapa tau cocok."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","29 Apr 2021","shampoo favoritku banget! aku emg ga terlalu explore shampoo, tp head n shoulder varian apapun selalu enak di rambut aku. varian yg ini baunya seger, tipe aku banget bau2 menthol gt. apalagi ada cooling effectnyaa duh enak bgt kl lg sakit kepala trus keramas pake ini tuu 👌"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 Apr 2021","aku ga akan ngelirik bahkan coba shampo ini kalo ga pandemi karena mahal dan aku ga ketombean. tapi karena bosen selama pandemi aku cobain nih shampo dan ajaibnya malah bikin rambut ku jadi halus dan lebih mudah di tata gitu. aromanya juga enak fresh mentol gitu."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","01 May 2021","rambut aku tuh gambang banget berminyak , cepet lepek dan gampang ketombean . rasanya nggak nyaman banget pokoknya . nah semenjak ketemu si head and shoulder ini aku udah gak pernah ketombean lagi , rambut juga jadi ga terlalu berminyak seperti sebelum nya. head and shoulder ini pas dipake buat shampoo an juga enak , dingin-dingin semriwing gitu"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","03 May 2021","pake ini udah lebih bertahun tahun awal ya cuman aku yang pake karna sering ketombean akhirnya sekeluarga pake ini wkwk, enak banget sensasi dingin ya cuman entah knpa akhir akhir ini shampo ini nggak mempan lagi di aku, rambut ku cepat banget lepek,berminyak dan kering- akhirnya ketome ku bermunculan lagi 😞😫"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","13 May 2021","Shampo andalan pembasmi ketombe plus bikin kepala adem. Nyobain pertama kali tahun 1997, langsung suka dengan efek dingin di kepala dan aromanya yg segar. Repurchase terus sampe selesai kuliah. Dipake tiap hari. Ganti sama shampoo lain kalo pas lagi bosan aja. Tapi abis itu ya balik pake ini lagi."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","19 May 2021","salah satu shampo yang cocok di rambut aku.pas dipake kulit kepala serasa dingin.sesuai claim nya ini bisa ngurangi ketombe dan mencegah ketombe datang lagi.ga bikin rambut rontok juga .untuk shampo ini worthit banget buat dibeli dan dicoba"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","2","20 May 2021","pas dipake ada cooling sensationnya di kulit kepala. sebenernya dari awal udah skeptis, karena emang gapernah cocok sama shampoo yang ada kandungan mentholnya gitu. dia bikin rambut jadi super kering dan kaku. Ngga ngebantu apapun sih, jadi susah diatur rambutku."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","25 May 2021","jadi duluu rambut aku tu ketombean yg parah gt, trs nyoba pake shampoo ini dan ternyata ngefek bgt buat ngilangin ketombe, dia juga ada sensasi coolingnya, trs aroma nya juga bikin seger. minusnya sih di aku klo abis pake ini jd aga kering gt rambutnya"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","27 May 2021","Shampooo yang aku pake sampai saat ini karna belinya gampang, dia teksturnya creamy gitu warna biru, di rambut aku yang gampang lepek di bagian atas itu dia ngebantu banget si, bikin fresh gitu dan wangi, tp wanginya ga tahan lama siii, tapi aku agak love hate soalnya dia tu beneran bisa basmi ketombe aku tapi bikin rambut kering poll klo gapake haircare atau minimal bgt harus pake conditioner🥲"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","27 May 2021","satu satunya shampoo yang cocok di aku dan sangat membantu menghilangkan ketombe! seperti namanya, shampoo ini memberikan cooling sensation yang bikin seger banget, wangi mint nya lumayan menyengat tapi ga mengganggu sama sekali. finishnya setelah bilas emang bikin rambut sedikit kering tapi di aku ga bikin rambut kusut samsek."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","30 May 2021","shampo nya emang buat hilangin ketombe. tapi di aku jadi rambut rontok parah. sering coba gonta ganti shampo lain malah bikin ketombe balik dan bikin kulit kepala gatal. akhirnya balik lagi ke shampo ini."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","30 May 2021","ini salah satu shampo fav aku. sensasi mentholnya bikin seger dingin kepala gitu. buat ngilangin ketombe ya lumayan berkurang si tapi ngga ngilangin banget. wanginya juga seger banget. repurchase? jelas."
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","31 May 2021","shampoo nya ini enak banget di kepala dan rambut udah wanginya harum bikin kepaal segar pula dan cepat mengusir ketombe di kepala walaupun ada SLS nya tapi gk bikin iritasi atau perih di kepala dan harganya tidak lah mahal dan sangat terjangkau"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","31 May 2021","udah lumayan lama pake shampo ini, ada setahun lebih lah. dia enak banget ada sensasi dingin di kepala jadinya buat seger gitu, kulit kepala ku yang suka gatal juga teratasi dengan shampo ini, cuma dia ntah kenapa ngebuat rambutku kering jadi akhirnya setelah nemu penggantinya aku berhenti pakai"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","02 Jun 2021","enak sih dipakenya adem rasa mint gitu. awas kalo kena mata perih bgt ini shampoo nya. kalo ngilangin ketombe sih gatau ya ngaruh ga nya soalnya aq ga ketombean. cuman seger kalo abis pake shampoo ini dingin bgt dikepala. oia buat yg rambutnya coloring tidak disarankan soalnya bikin kering rambut kecuali kalo pake conditioner"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","3","12 Jun 2021","bau nya sih enak yaa mint gt ,tapi di aku sendiri bikin rontok parah ,ini tapi kalo kena mata perih bgt kalo kalian punya ketombe insyaAllah cocok pake ini :))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))))"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","4","16 Jun 2021","aku suka banget sama sensasi dingin dari shampoo ini bener2 bikin kulit kepala jadi kerasa dingin banget meskipun ketombe ku enggak berkurang, tapi bener-bener bikin kulit kepala ku jadi seger banget dan ngurangin rasa gatel kulit kepala ku juga"
"Cool Menthol Anti-Dandruff Shampoo","Head & Shoulders","Cool Menthol Anti-Dandruff Shampoo","5","17 Jun 2021","ni produk cocok banget buat gua. gak bikin ketombe an dan gatal2. gua suka banget sama ni produk. murce juga dan rekomen banget kalo kalian pengen beli yg murah. apalagi ni shampoo ada sensasi atau rasa2 menthol mint gitu bikin tambah seger ajah"
